id,x,y,z
15084,462786.72,2792513.07,21.57
15085,462801.95,2792528.84,20.02
15086,462835.8,2792562,12.69
15087,462752.67,2792459.99,11.49
15088,462829.39,2792545.54,17.53
15089,462768.34,2792470.45,19.85
15090,462782.53,2792485.78,23.6
15091,462803.92,2792511.72,21.23
15092,462820.76,2792530.6,19.05
15093,462796.57,2792496.21,22.43
15094,462850.23,2792544.26,14.77
15095,462768.68,2792452.69,12.33
15096,462814.07,2792494.89,22.03
15097,462825.75,2792512.83,20.59
15098,462838.81,2792527.24,18.94
15099,462784.28,2792462.07,22.09
15100,462799.24,2792474.64,22.62
15101,462868.13,2792547.09,13.71
15102,462851.44,2792514.69,19.37
15103,462861.8,2792529.08,18.07
15104,462783.4,2792438.29,15.75
15105,462819.63,2792476.47,21.5
15106,462842.45,2792495.9,20.54
15107,462808.3,2792456.64,20.48
15108,462881.22,2792534.51,14.17
15109,462827.86,2792457.92,21.02
15110,462836.81,2792472.75,20.69
15111,462864.94,2792503.89,19.22
15112,462877.29,2792517.02,17.97
15113,462898.24,2792533.18,12.44
15114,462855.54,2792483.47,19.95
15115,462810.91,2792426.62,19.15
15116,462825.68,2792435.52,24.28
15117,462880.82,2792494.22,18.59
15118,462895.79,2792515.52,16.63
15119,462843.26,2792448.65,22.41
15120,462857.22,2792463.69,20.03
15121,462874.17,2792471.8,19.35
15122,462901.31,2792499.01,17.57
15123,462915.14,2792509.95,12.42
15124,462830.59,2792416.09,14.42
15125,462844.97,2792431.49,22.77
15126,462892.88,2792477.52,18.51
15127,462863.32,2792437.89,20.78
15128,462882.62,2792453.55,20.08
15129,462919.38,2792491.7,16.98
15130,462910.51,2792477.09,18.07
15131,462940.05,2792511.47,11.36
15132,462862.24,2792420.2,18.67
15133,462902.62,2792461.56,19.17
15134,462858.65,2792403.1,13.43
15135,462939.66,2792493.79,14.82
15136,462894.2,2792440.4,21.22
15137,462929.36,2792477.3,17.49
15138,462887.6,2792423.34,19.02
15139,462955.88,2792499.33,11.5
15140,462916.03,2792443.56,20.38
15141,462925.74,2792458.68,18.79
15142,462948.91,2792479.1,17.13
15143,462873.95,2792395.08,12.67
15144,462943.19,2792459.85,18.67
15145,462965.21,2792484.67,15.93
15146,462901.39,2792408.14,14.86
15147,462939.14,2792441.63,20.05
15148,462963.42,2792466.97,18.08
15149,462981.58,2792490.09,11.28
15150,462895.27,2792389.34,10.52
15151,462920.13,2792416.69,20.25
15152,462914.9,2792397.78,13.54
15153,462959.14,2792448.8,19.39
15154,462979.86,2792460.13,18.53
15155,462944.63,2792419.89,20.49
15156,462995.05,2792471.48,15.79
15157,462912.67,2792377.58,11.03
15158,462929.63,2792389.03,14.38
15159,462943.13,2792400.37,21.23
15160,462963.96,2792422.75,20.02
15161,462980.3,2792440.54,19.22
15162,463013.44,2792475.28,10.58
15163,462999.78,2792450.08,18.46
15164,462932.71,2792371.97,10.78
15165,462966.02,2792402.67,22.04
15166,462984.8,2792421.05,19.65
15167,463015.96,2792456.93,17.54
15168,463031.95,2792469.13,12.15
15169,462949.65,2792369.88,10.86
15170,462962.8,2792384.17,23.24
15171,463001.01,2792430.21,18.88
15172,463018.71,2792437.41,18.43
15173,462987.86,2792401.7,21.29
15174,463043.06,2792454.95,14.28
15175,463056.84,2792469.57,10.88
15176,463004.89,2792411.22,19.76
15177,462966.95,2792360.85,11.01
15178,462980.48,2792375.84,16.46
15179,463037.71,2792434.75,17.87
15180,463002.8,2792393.42,21.38
15181,463027.06,2792419.07,18.71
15182,463056.45,2792440.25,17.39
15183,463076.95,2792463.36,10.59
15184,463022.76,2792401.74,20.05
15185,462984.95,2792353.56,10.79
15186,463047.31,2792418.04,18.51
15187,463073.79,2792445.55,15.48
15188,462999.88,2792363.35,13.39
15189,463024.07,2792383.5,21.29
15190,463065.1,2792425.44,17.77
15191,463091.21,2792447.6,11.63
15192,463020.17,2792366.1,16.93
15193,463050.53,2792401.03,19.58
15194,463011.58,2792348.58,11.52
15195,463067.31,2792407.97,18.74
15196,463042.12,2792373.51,19.83
15197,463089.39,2792427.95,17.25
15198,463105.27,2792434.11,16.06
15199,463029.76,2792346.21,11.66
15200,463087.5,2792410.65,18.3
15201,463122,2792444.16,10.65
15202,463060,2792375.23,16.98
15203,463046.13,2792353.25,15.16
15204,463107.5,2792415.94,17.67
15205,463087.43,2792385.97,18.82
15206,463077.29,2792371.37,16.48
15207,463102.8,2792397.51,18.54
15208,463125.38,2792423.49,16.98
15209,463139.88,2792433.35,12.55
15210,463048.79,2792333.86,10.57
15211,463066.57,2792342.3,14.07
15212,463121.17,2792402.57,18.19
15213,463098.15,2792368.19,16.9
15214,463156.57,2792428.99,10.16
15215,463087.09,2792351.37,15.92
15216,463114.31,2792382.8,18.48
15217,463142.64,2792411.95,16.83
15218,463077.58,2792328.02,11.09
15219,463138.45,2792391.85,17.77
15220,463093.86,2792335.65,14.75
15221,463130.2,2792375.12,18.19
15222,463167.19,2792412.28,14.52
15223,463109.97,2792343.95,15.61
15224,463123.72,2792357.1,18.02
15225,463157.89,2792392.51,16.98
15226,463184.67,2792416.21,12.15
15227,463147.99,2792375.32,17.59
15228,463110.27,2792323.34,11.55
15229,463176.18,2792391.65,16.44
15230,463138.03,2792347.45,18.41
15231,463203.49,2792413.81,11.35
15232,463130.71,2792331.34,14.74
15233,463155.31,2792356.72,18.05
15234,463165.65,2792371.1,17.22
15235,463194.16,2792393.27,15.89
15236,463128.37,2792313.51,11.27
15237,463153.51,2792336.51,15.76
15238,463173.82,2792355.14,17.77
15239,463187.21,2792371.94,16.62
15240,463216.03,2792397.44,14.23
15241,463149.2,2792315.26,13.41
15242,463207.95,2792379.48,16.03
15243,463232.58,2792403.06,10.35
15244,463193.3,2792351.67,17.32
15245,463166.06,2792320.67,14.65
15246,463181.35,2792336.64,17.61
15247,463225.34,2792383.01,15.96
15248,463213.86,2792360.57,16.64
15249,463161.62,2792300.85,10.54
15250,463246.65,2792387.23,12.54
15251,463206.28,2792339.2,17.17
15252,463236.11,2792367.63,16.77
15253,463189.42,2792317.32,15.2
15254,463263.24,2792392.26,11.34
15255,463183.2,2792298.09,11.72
15256,463230.63,2792350.84,16.92
15257,463226.06,2792332.64,17.37
15258,463253.13,2792359.1,16.43
15259,463266.93,2792372.58,15.82
15260,463199.97,2792293.53,12.93
15261,463210.89,2792309.72,15.19
15262,463287.89,2792379.71,12.36
15263,463234.74,2792317.98,17.13
15264,463226.28,2792298.56,14.95
15265,463278.06,2792354.19,15.91
15266,463214.4,2792284.07,11.82
15267,463252.37,2792324.63,16.88
15268,463266.85,2792340.17,16.6
15269,463298.47,2792364.27,14.82
15270,463313.04,2792374.35,11.38
15271,463234.54,2792281.75,12.32
15272,463267.37,2792316.44,16.71
15273,463253.57,2792292.25,16.45
15274,463286.36,2792327.98,16.33
15275,463299.18,2792346.27,15.79
15276,463320.15,2792358.2,14.97
15277,463330.26,2792372.09,11.65
15278,463249.47,2792269.4,11.08
15279,463275.07,2792294.18,17.03
15280,463285.4,2792308.29,16.52
15281,463305.09,2792330,15.81
15282,463320.08,2792340.4,15.48
15283,463264.56,2792278.85,14.18
15284,463345.87,2792362.99,10.86
15285,463304.6,2792310.06,16.14
15286,463338.23,2792345.73,15.2
15287,463287.92,2792280.02,15.23
15288,463281.14,2792263.35,11.75
15289,463323.81,2792312.85,15.85
15290,463337.88,2792325.3,15.43
15291,463362.74,2792351.42,11.66
15292,463353.7,2792335,15.23
15293,463297.64,2792258.7,11.4
15294,463319.11,2792287.03,16.13
15295,463336.27,2792293.71,15.95
15296,463345.92,2792308.81,15.86
15297,463373.58,2792333.36,14.91
15298,463389.1,2792348.55,12.55
15299,463315.66,2792267.67,14.85
15300,463367.9,2792316.54,15.34
15301,463318.14,2792250.56,12.21
15302,463355.94,2792294.28,15.75
15303,463340.4,2792267.67,15.83
15304,463393.94,2792329.35,14.49
15305,463410.25,2792341.93,11.37
15306,463372.83,2792299.86,15.65
15307,463386.9,2792313.78,14.85
15308,463335.24,2792248.6,11.08
15309,463368.32,2792281.16,15.75
15310,463354.69,2792258.1,15.22
15311,463404.69,2792311.46,14.66
15312,463420.13,2792325.33,14.3
15313,463431.41,2792340.41,11.69
15314,463391.17,2792286.66,15.33
15315,463363.9,2792242.62,12.15
15316,463374.78,2792257.14,15.45
15317,463407.16,2792292.91,15.03
15318,463439.8,2792323.85,14.26
15319,463391.56,2792269.1,15.18
15320,463458.09,2792327.11,12.22
15321,463384.58,2792242.33,14.16
15322,463434.16,2792298.71,14.61
15323,463398.82,2792252,14.9
15324,463411.27,2792266.07,14.93
15325,463424.07,2792278.57,14.77
15326,463451.83,2792307.62,14.61
15327,463446.71,2792285.78,14.87
15328,463481.79,2792322.73,9.86
15329,463397.28,2792227.54,10.54
15330,463430.76,2792261.8,14.94
15331,463475.94,2792300.78,14.1
15332,463422.19,2792232.78,13.74
15333,463454.8,2792266.17,15.1
15334,463473.95,2792281.93,14.62
15335,463495.48,2792301.3,13.63
15336,463504.22,2792316.54,9.97
15337,463438.4,2792239.44,15.23
15338,463458.14,2792247.01,15.75
15339,463473.07,2792260.92,15.15
15340,463497.41,2792282.34,14.02
15341,463516.32,2792303.77,13.21
15342,463448.78,2792225.4,14.08
15343,463493.43,2792264.71,14.73
15344,463537.48,2792309.84,9.98
15345,463475.61,2792236.76,15.63
15346,463514.93,2792284.45,13.81
15347,463532.46,2792290.17,13.58
15348,463473.81,2792219.49,13.36
15349,463497.3,2792246.44,15.24
15350,463511.6,2792265.69,14.49
15351,463558.12,2792305.1,10.75
15352,463492.4,2792219.56,13.79
15353,463538.97,2792272.02,14.09
15354,463553.75,2792285.21,13.4
15355,463518.91,2792245.24,15.01
15356,463509.94,2792225.9,14.84
15357,463535.8,2792254.23,14.53
15358,463584.75,2792301.7,10.2
15359,463572.65,2792285.08,13.01
15360,463563.12,2792267.29,13.57
15361,463543.24,2792234.79,14.99
15362,463523.62,2792213.24,13.5
15363,463557.17,2792247.63,14.32
15364,463581.33,2792268.57,13.25
15365,463592.65,2792286.51,12.52
15366,463609.94,2792292.93,10.84
15367,463542.77,2792214.22,14.33
15368,463573.54,2792241.93,13.99
15369,463598.9,2792267.6,12.98
15370,463564.76,2792225.15,14.93
15371,463591.25,2792250.09,13.71
15372,463617.33,2792276.3,12.79
15373,463629.58,2792288.7,9.59
15374,463559.74,2792206.06,12.36
15375,463608.39,2792252.01,13.56
15376,463579.64,2792214.47,14.43
15377,463597.06,2792232.92,14.35
15378,463639.91,2792272.38,12.54
15379,463650.84,2792285.43,9.92
15380,463627.6,2792256.63,13.28
15381,463616.02,2792232.55,14.16
15382,463588.32,2792198.67,12.83
15383,463600,2792211.75,14.57
15384,463649.82,2792257.5,13.09
15385,463662.42,2792270.98,12.31
15386,463640.63,2792242.55,13.99
15387,463681.56,2792278.05,9.42
15388,463626.85,2792207.62,14.67
15389,463641.51,2792224.46,14.49
15390,463618.06,2792191.36,12.46
15391,463661.23,2792239.2,14.39
15392,463675.3,2792253.51,13.61
15393,463694.21,2792262.68,13.09
15394,463659.02,2792212.92,14.34
15395,463637.22,2792187.88,12.84
15396,463672.31,2792223.79,14.16
15397,463689.78,2792240.54,13.6
15398,463714.63,2792267.86,9.97
15399,463679.23,2792204.81,14.38
15400,463690.97,2792217.31,13.85
15401,463710.82,2792245.31,13.2
15402,463705.54,2792227.05,13.63
15403,463726.53,2792252.83,12.96
15404,463673.15,2792188.12,12.98
15405,463742.29,2792259.98,11.31
15406,463724.21,2792234.25,13.15
15407,463691.06,2792190.54,14.1
15408,463744.09,2792240.8,12.87
15409,463760.65,2792260.97,10.35
15410,463707.15,2792196.87,14.28
15411,463725.08,2792210.89,13.93
15412,463739.47,2792221.66,13.74
15413,463705.78,2792179.87,12.64
15414,463767.32,2792241.11,12.57
15415,463779.03,2792256.49,9.78
15416,463738.45,2792198.84,14.08
15417,463725.44,2792177.91,13.74
15418,463756.79,2792208.54,13.76
15419,463766.49,2792223.65,13.44
15420,463797.41,2792247.26,10.5
15421,463783.56,2792226.72,13.03
15422,463756.41,2792189.14,14.18
15423,463777.88,2792210.04,13.39
15424,463744.16,2792171.4,12.54
15425,463806.71,2792232.03,12.75
15426,463776.72,2792192.93,14.11
15427,463796.23,2792215.31,12.92
15428,463822.29,2792245.04,9.93
15429,463760.09,2792162.55,9.62
15430,463793.72,2792196.05,13.67
15431,463820.31,2792217.27,12.67
15432,463785.07,2792176.3,14.3
15433,463840.63,2792233.64,11.64
15434,463812.91,2792198.24,13.51
15435,463804.64,2792178.93,14.08
15436,463857.85,2792236.76,9.7
15437,463784.93,2792155.51,12.01
15438,463829.52,2792202.52,13.37
15439,463846.53,2792216.36,12.86
15440,463803.32,2792150.88,10.9
15441,463830.65,2792182.94,13.89
15442,463880.18,2792231.04,11.1
15443,463825.19,2792166.5,14.25
15444,463850.57,2792195.79,13.3
15445,463864.52,2792205.83,12.94
15446,463847.82,2792178.97,13.56
15447,463899.81,2792229.69,13.23
15448,463867.68,2792188.77,13.21
15449,463832.3,2792147.63,11.67
15450,463888.07,2792200.68,13.02
15451,463916.32,2792225,10.82
15452,463905.85,2792209.18,14.35
15453,463867.04,2792159.38,13.61
15454,463880.19,2792175.38,13.33
15455,463858.19,2792139.86,9.94
15456,463901.7,2792188.87,13.19
15457,463938.83,2792221.5,13.65
15458,463896.24,2792167.86,13.46
15459,463881.4,2792148.98,13.92
15460,463930.82,2792199.44,15.03
15461,463923.13,2792183.78,13.61
15462,463955.01,2792215.63,16.34
15463,463899.49,2792149.13,14.4
15464,463914.99,2792168.32,13.74
15465,463887.08,2792131.3,10.17
15466,463939.93,2792180.64,14.08
15467,463952.77,2792193.19,15.94
15468,463973.7,2792210.19,13.45
15469,463904.74,2792128.87,11.11
15470,463922.74,2792149.45,14.27
15471,463956.31,2792175.2,14.97
15472,463969.15,2792188.03,16.5
15473,463922.23,2792126.06,11.95
15474,463946.65,2792153.12,14.19
15475,464000.79,2792205.44,15.69
15476,463937.38,2792136.45,13.97
15477,463989.98,2792186.32,16.98
15478,463977.92,2792170.67,15.7
15479,463938.97,2792118.73,10.31
15480,463962.22,2792143.79,14.02
15481,464017.56,2792200.68,15.11
15482,463955.99,2792127.54,13.86
15483,463980.75,2792152.63,14.69
15484,463998.52,2792166.35,16.39
15485,464013.34,2792180.44,16.94
15486,463979.81,2792131.11,14.15
15487,464041.58,2792197.26,12.44
15488,463967.38,2792113.33,10.12
15489,464000.82,2792148.69,15.5
15490,464016.34,2792156.03,16.8
15491,464036.94,2792170.81,16.82
15492,464000.11,2792128.13,14.27
15493,463989.54,2792109.76,12.29
15494,464054.55,2792169.23,17.6
15495,464073.98,2792189.44,12.06
15496,464017.67,2792125.56,14.36
15497,464032.94,2792143.29,15.93
15498,464009.48,2792101.56,11.28
15499,464027.79,2792111.65,14.15
15500,464039.47,2792125.57,14.66
15501,464057.5,2792145.35,16.31
15502,464071.31,2792161.88,17.37
15503,464087.13,2792171.01,17.72
15504,464034.76,2792095.79,9.43
15505,464064.11,2792127.04,15.39
15506,464110.47,2792179.2,16.86
15507,464053.41,2792111.26,14.91
15508,464128.32,2792187.26,13.31
15509,464082.04,2792135.45,16.45
15510,464106.06,2792160.75,18.29
15511,464098.51,2792142.91,17.56
15512,464122.78,2792167.14,18.92
15513,464053.88,2792092.26,9.94
15514,464079.79,2792117.25,15.58
15515,464070.43,2792100.49,14.54
15516,464096.39,2792122.45,16.1
15517,464118.25,2792145.23,18.74
15518,464147.22,2792177.32,15.16
15519,464118.05,2792126.46,18.23
15520,464165.34,2792178.84,15.44
15521,464082.08,2792085.42,12.12
15522,464093.8,2792098.59,14.63
15523,464111.08,2792110.67,15.75
15524,464142.96,2792146.71,18.87
15525,464155.02,2792160.9,19.38
15526,464137.79,2792125.15,18.83
15527,464099.98,2792082.02,10.48
15528,464117.91,2792093.45,14.76
15529,464130.97,2792106.54,16.56
15530,464192.44,2792174.54,13.07
15531,464155.07,2792126.09,18.35
15532,464170.49,2792136.88,19.04
15533,464188.89,2792153.55,19.47
15534,464137.36,2792088.39,15.33
15535,464206.12,2792160.73,16.14
15536,464126.08,2792074.11,12.75
15537,464155.41,2792102.05,16.71
15538,464221.38,2792172.99,13.16
15539,464171.41,2792112.27,17.18
15540,464183.56,2792125.28,18.41
15541,464200.58,2792140.89,18.47
15542,464145.71,2792072.79,14.15
15543,464158.85,2792083.76,15.61
15544,464227.19,2792155.69,17.69
15545,464218.25,2792139.78,18.6
15546,464241.56,2792166.36,12.16
15547,464176.29,2792089.61,16.32
15548,464187.25,2792102.66,17.19
15549,464202.56,2792111.26,18.14
15550,464174.84,2792062.95,11.84
15551,464233.15,2792127.85,17.72
15552,464267.85,2792162.36,13.33
15553,464188.63,2792075.2,15.63
15554,464204.15,2792090.42,16.96
15555,464217.54,2792101.09,18.03
15556,464251.02,2792137.99,17.3
15557,464237.32,2792109.3,18.46
15558,464271.82,2792145.59,16.54
15559,464287.27,2792157.24,12.97
15560,464203.88,2792061.28,13.06
15561,464217.74,2792076.23,16.55
15562,464232.42,2792090.77,17.66
15563,464258.59,2792116.33,18.67
15564,464308.09,2792157.13,14.61
15565,464252.08,2792086.33,17.88
15566,464276.52,2792116.21,17.66
15567,464297.76,2792141.04,17.34
15568,464227.05,2792053.37,11.14
15569,464238.88,2792066.82,16.86
15570,464271.56,2792096.86,17.85
15571,464331.74,2792149.41,14.42
15572,464260.17,2792068.47,17.35
15573,464300.64,2792112.82,17.44
15574,464250.45,2792053.34,14.99
15575,464289.41,2792095.65,18.21
15576,464324.65,2792130.05,16.07
15577,464318.16,2792112.66,16.58
15578,464277.13,2792066.43,17.13
15579,464292.03,2792076.8,17.42
15580,464310.6,2792097.04,17.46
15581,464355.86,2792150.94,14.63
15582,464270,2792047.72,12.71
15583,464348.72,2792133.59,16.53
15584,464310.91,2792076.82,18.08
15585,464344.9,2792115.91,16.86
15586,464301.25,2792059.95,16.67
15587,464369.24,2792131.17,15.9
15588,464381.66,2792143.77,15.41
15589,464294.48,2792044.35,11.8
15590,464336.48,2792086.79,17.74
15591,464321.02,2792061.56,16.85
15592,464370.96,2792111.26,17.28
15593,464315.05,2792044.91,12.18
15594,464362.6,2792095.35,17.36
15595,464390.02,2792127.49,17.15
15596,464403.16,2792139.43,14.24
15597,464350.1,2792076.52,17.56
15598,464334.33,2792043.47,15.22
15599,464368.64,2792073.27,17.4
15600,464385.27,2792093.63,18.36
15601,464412.76,2792119.67,17.14
15602,464423.97,2792133.23,13.42
15603,464354.69,2792054.69,16.85
15604,464408.66,2792102.48,17.8
15605,464360.34,2792037.18,13.33
15606,464374.32,2792048.56,17.37
15607,464406.92,2792084.61,18.06
15608,464388.78,2792058.93,17.94
15609,464437.85,2792115.17,16.63
15610,464432.94,2792098.61,17.23
15611,464453.99,2792124.34,14.12
15612,464411.44,2792062.6,17.77
15613,464388.69,2792027.39,11.31
15614,464455.1,2792101.59,16.94
15615,464407.08,2792043.87,17.36
15616,464446.43,2792085.6,16.35
15617,464473.76,2792116.15,14.84
15618,464437.9,2792070.84,17.55
15619,464406.6,2792026.16,12.08
15620,464470.19,2792093.67,16.49
15621,464435.95,2792052.95,18.06
15622,464495.24,2792115.62,12.92
15623,464426.48,2792036.95,17.07
15624,464471.76,2792074.1,17.15
15625,464493.08,2792096.28,16.56
15626,464512.86,2792119.6,11.35
15627,464460.65,2792058.15,17.87
15628,464436.05,2792020.51,13.67
15629,464492.3,2792079.15,18.67
15630,464514.16,2792102.13,15.95
15631,464534.37,2792117.38,10.81
15632,464461.79,2792035.83,18.34
15633,464480.79,2792057.09,17.75
15634,464453.33,2792020.96,12.66
15635,464516.78,2792078.21,17.32
15636,464529.05,2792091.95,17.1
15637,464491.86,2792042.25,18.25
15638,464507.54,2792063.02,18.32
15639,464545.68,2792103.28,16.55
15640,464470.99,2792013.93,13.41
15641,464562.84,2792112.66,9.65
15642,464544.22,2792083.65,18.47
15643,464531.94,2792069.69,20.1
15644,464488.54,2792014.63,14.66
15645,464518.95,2792040.28,19.19
15646,464583.23,2792105.89,13.88
15647,464558.08,2792071.67,18.56
15648,464573.55,2792090,17.59
15649,464501.31,2792001.87,14.68
15650,464512.36,2792017.56,18.66
15651,464535.92,2792043.78,19.32
15652,464531.06,2792027.29,20.28
15653,464606.16,2792105.59,10.36
15654,464552.11,2792038.29,19.6
15655,464578.82,2792063.35,18.15
15656,464593.09,2792079.09,17.37
15657,464524.7,2792001.78,14.17
15658,464541.73,2792007.51,16.59
15659,464571.28,2792045.87,19.53
15660,464594.15,2792055.95,18.64
15661,464617.57,2792084.15,16.28
15662,464630.07,2792096.96,12.67
15663,464576.94,2792027.07,19.94
15664,464616.17,2792065.83,17.23
15665,464552.84,2791993.84,13.9
15666,464566.06,2792008.01,19.69
15667,464643.92,2792081.75,15.6
15668,464656.83,2792094.41,11.82
15669,464603.86,2792033.7,18.87
15670,464570.05,2791989.7,15.34
15671,464635.14,2792051.31,17.6
15672,464595.3,2792005.42,20.18
15673,464622.68,2792034.48,18.8
15674,464588.15,2791989.4,15.22
15675,464617.58,2792017.37,19.43
15676,464652.61,2792055.47,16.81
15677,464678.88,2792087.73,11.44
15678,464668.31,2792062.16,15.04
15679,464641.21,2792032.17,18.18
15680,464606.37,2791987.69,17.64
15681,464660.68,2792039.43,17.39
15682,464686.83,2792072.08,13.18
15683,464625.18,2792000.09,20.92
15684,464638.55,2792014.45,19.67
15685,464687.39,2792053.92,15.79
15686,464708.13,2792080.3,9.88
15687,464623.34,2791982.21,16.95
15688,464661.01,2792019.79,18.66
15689,464683.31,2792036.57,17.39
15690,464703.71,2792060.01,14.3
15691,464646.75,2791994.75,20.34
15692,464666.59,2792003.67,19.26
15693,464722.53,2792066.95,12.96
15694,464736.84,2792078.8,9.39
15695,464686.06,2792017.47,17.7
15696,464708.17,2792041.61,16.37
15697,464652.05,2791978.57,16.09
15698,464703.52,2792024.85,17.97
15699,464727.68,2792047,14.48
15700,464744.28,2792058.55,13.69
15701,464693.67,2791998.09,19.22
15702,464760.85,2792071.18,10.55
15703,464674.19,2791972.48,13.87
15704,464712.39,2792008.68,18.13
15705,464690.99,2791979.49,19.68
15706,464729.21,2792020.64,16.61
15707,464743.21,2792031.81,14.78
15708,464711.22,2791989.52,19.82
15709,464777.99,2792057.41,11.82
15710,464727.01,2791995.92,18.85
15711,464766.08,2792038.52,13.49
15712,464703.43,2791965.63,15.42
15713,464746.75,2792011.62,17
15714,464796.95,2792062.2,10.51
15715,464764.88,2792021.53,16
15716,464793.96,2792043.19,13.77
15717,464724.16,2791966.96,14.55
15718,464746.19,2791990.89,18.6
15719,464783.9,2792026.19,14.97
15720,464763.62,2791999.72,16.71
15721,464811.39,2792053.12,13.03
15722,464745.83,2791966.56,16.36
15723,464781.31,2792004.7,16.67
15724,464809.1,2792033.42,14.12
15725,464798.91,2792014.45,15.4
15726,464837.52,2792054.11,14.03
15727,464766.01,2791972.39,19.37
15728,464826.93,2792038.95,16.84
15729,464765.55,2791954.76,14.96
15730,464799.68,2791993.62,16.67
15731,464825.02,2792019.75,18.01
15732,464859.15,2792057.51,9.73
15733,464788.4,2791977.82,18.26
15734,464782.45,2791960.36,17.23
15735,464823.04,2792001.98,19.87
15736,464848.98,2792026.05,18.21
15737,464860.8,2792039.69,17.2
15738,464813.16,2791980.67,21.08
15739,464877,2792047.57,15.47
15740,464799.33,2791950.23,14.6
15741,464810.54,2791963.76,18.87
15742,464831.21,2791985.44,20.52
15743,464849.38,2792003.21,19.75
15744,464866.48,2792022.15,18.14
15745,464890.07,2792033.97,17.35
15746,464818.7,2791945.98,13.48
15747,464829.44,2791961.46,20.66
15748,464868.55,2792000.98,19.58
15749,464908.22,2792043.1,13.52
15750,464859.4,2791986.36,19.37
15751,464882.82,2792010.27,18.25
15752,464852.13,2791969.62,20.65
15753,464899.81,2792019.91,16.65
15754,464926.2,2792042.1,10.36
15755,464836.89,2791941.58,12.64
15756,464871,2791970.41,20.08
15757,464882.96,2791982.99,18.86
15758,464921.84,2792024.27,16.42
15759,464906.73,2792001.64,18.09
15760,464943.13,2792034.41,14.25
15761,464859.51,2791942.04,13.9
15762,464903.17,2791979.8,18.69
15763,464889.28,2791960.17,20.26
15764,464926.55,2791997.48,16.82
15765,464941.3,2792012.25,15.91
15766,464964.03,2792040.61,13.62
15767,464880.02,2791941.51,15.08
15768,464920.4,2791981.36,17.36
15769,464956.97,2792019.24,15.79
15770,464909.19,2791959.13,19.08
15771,464976.54,2792028.04,15.23
15772,464904.09,2791942.13,16.27
15773,464941.91,2791987.71,17.24
15774,464991.88,2792038.96,10.76
15775,464933.84,2791966.76,19.1
15776,464969.74,2792006.3,16.09
15777,464997.2,2792020.9,14.87
15778,464931.83,2791944.25,19.54
15779,464989.72,2792004.1,15.58
15780,465019.66,2792036.41,11.5
15781,464956.43,2791964.2,18.23
15782,464972,2791980.34,16.73
15783,465016.69,2792017.72,14.58
15784,464957.15,2791939.88,16.81
15785,464973.43,2791962.71,17.9
15786,464995.07,2791975.41,17.52
15787,465015.34,2791999.46,15.37
15788,465053.34,2792028.73,13.29
15789,464987.49,2791952.66,19.68
15790,465012.55,2791980.85,16.71
15791,464978.77,2791936.31,18.87
15792,465047.72,2792011.53,15.34
15793,465008.22,2791963.08,18.12
15794,465038.61,2791992.3,17.21
15795,465071.99,2792027.43,10.72
15796,465003.96,2791942.24,18.27
15797,465035.7,2791974.9,18.34
15798,465066.34,2792008,13.97
15799,465059.19,2791991.67,15.08
15800,465089.27,2792026.41,11.1
15801,465030.3,2791956.25,19.81
15802,465053.13,2791975.46,16.64
15803,465086.76,2792008.26,13.29
15804,465107.51,2792026.98,13.24
15805,465076.41,2791989.8,15.08
15806,465031.9,2791936.58,17.75
15807,465052.21,2791958,18.51
15808,465075.34,2791972.75,16.52
15809,465104.63,2792005.93,14.68
15810,465125.18,2792026.85,11.48
15811,465096.66,2791989.06,15.75
15812,465071.26,2791954.52,17.46
15813,465057.42,2791933.02,17.59
15814,465127.7,2792007.34,16.16
15815,465147.47,2792025.49,12.63
15816,465117.82,2791987.88,17.01
15817,465075.77,2791934.3,15.26
15818,465091.41,2791955.55,18.94
15819,465104.03,2791970.74,17.72
15820,465151.31,2792007.65,16.86
15821,465139.76,2791989.26,17.6
15822,465170.32,2792022.16,11.26
15823,465092.67,2791930.59,20.72
15824,465129.42,2791969.95,17.93
15825,465107.42,2791943.79,18.63
15826,465119.37,2791956.15,17.2
15827,465168.84,2791997.91,17.02
15828,465195.3,2792018.74,14.59
15829,465108.78,2791923.52,16.43
15830,465123.73,2791937.26,18.78
15831,465136.89,2791952.35,19.42
15832,465163.15,2791977.27,17.5
15833,465159.16,2791960.49,17.5
15834,465192.97,2791996.09,17.3
15835,465128.82,2791921.03,14.71
15836,465144.59,2791936.39,16.65
15837,465182.13,2791980.53,19.47
15838,465219.3,2792016.19,12.75
15839,465208.94,2792002.71,16.06
15840,465163.68,2791934.58,16.73
15841,465197.81,2791973.91,18.01
15842,465154.08,2791920.28,15.67
15843,465187.98,2791955.74,17.84
15844,465215.49,2791985.01,16.67
15845,465227.72,2791998.32,17.02
15846,465240.26,2792012.6,11.51
15847,465187.67,2791937.17,16.78
15848,465179.24,2791921.03,16.4
15849,465210.7,2791958.68,17.18
15850,465243.58,2791989.34,18.72
15851,465256.64,2792004.85,15.95
15852,465226.17,2791969.4,18.6
15853,465197.82,2791921.61,15.1
15854,465213.96,2791941.02,15.97
15855,465227.01,2791952.37,17.71
15856,465262.52,2791986.92,18.17
15857,465259.88,2791967.51,18.34
15858,465295.04,2792000.66,16.35
15859,465234.33,2791934.3,16.32
15860,465247.59,2791945.86,18.05
15861,465222.69,2791914.92,14.97
15862,465290.19,2791979.43,18.58
